 =============== Calibration Condition Section =============== 
RefNum = 1
Radius1 = 00800
Radius2 = 00000

 ================= Calibration Data Section ================== 
WORKINGDISTANCE	=	30000

------------- Distance from center of Placido --------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
   69	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4023	   4300	   4581	   4865	   5146	   5426	   5708	   6028	   6349	   6633	   6918	   7198	   7475	   7758	   8043	   8322	   8603	   8879	   9153	   9425	   9685	      0	      0	      0	      0	      0	      0	      0	
   70	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4024	   4300	   4582	   4865	   5146	   5427	   5709	   6028	   6350	   6633	   6919	   7199	   7476	   7759	   8043	   8323	   8603	   8879	   9154	   9426	   9686	      0	      0	      0	      0	      0	      0	      0	
   71	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4024	   4301	   4582	   4865	   5146	   5427	   5709	   6028	   6350	   6633	   6919	   7199	   7476	   7759	   8043	   8323	   8604	   8880	   9155	   9426	   9687	      0	      0	      0	      0	      0	      0	      0	
   72	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2916	   3192	   3471	   3748	   4024	   4301	   4582	   4865	   5146	   5427	   5709	   6028	   6350	   6633	   6919	   7200	   7477	   7760	   8044	   8323	   8604	   8880	   9156	   9427	   9688	      0	      0	      0	      0	      0	      0	      0	
   73	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4024	   4301	   4582	   4865	   5146	   5427	   5709	   6029	   6351	   6634	   6919	   7200	   7477	   7760	   8044	   8323	   8604	   8881	   9157	   9428	   9689	      0	      0	      0	      0	      0	      0	      0	
   74	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4025	   4302	   4582	   4865	   5146	   5427	   5709	   6029	   6351	   6634	   6919	   7200	   7478	   7760	   8044	   8324	   8604	   8881	   9157	   9429	   9689	      0	      0	      0	      0	      0	      0	      0	
   75	      0	   1282	   1549	   1819	   2096	   2373	   2645	   2917	   3192	   3471	   3748	   4025	   4302	   4583	   4865	   5146	   5427	   5709	   6029	   6351	   6634	   6919	   7200	   7478	   7761	   8045	   8324	   8604	   8882	   9158	   9429	   9690	      0	      0	      0	      0	      0	      0	      0	
   76	      0	   1282	   1549	   1819	   2096	   2373	   2644	   2917	   3192	   3471	   3748	   4025	   4302	   4583	   4864	   5146	   5427	   5710	   6029	   6352	   6634	   6919	   7200	   7478	   7761	   8045	   8325	   8605	   8882	   9159	   9430	   9691	      0	      0	      0	      0	      0	      0	      0	
   77	      0	   1282	   1549	   1819	   2096	   2373	   2644	   2917	   3192	   3471	   3748	   4025	   4303	   4583	   4864	   5146	   5427	   5710	   6029	   6352	   6634	   6919	   7200	   7479	   7761	   8045	   8325	   8605	   8883	   9159	   9430	   9692	      0	      0	      0	      0	      0	      0	      0	
   78	      0	   1282	   1549	   1819	   2096	   2373	   2644	   2917	   3192	   3471	   3748	   4026	   4303	   4582	   4864	   5145	   5427	   5710	   6030	   6352	   6634	   6919	   7201	   7479	   7762	   8045	   8325	   8606	   8883	   9160	   9431	   9692	      0	      0	      0	      0	      0	      0	      0	
   79	      0	   1282	   1549	   1819	   2096	   2373	   2644	   2917	   3193	   3471	   3748	   4026	   4303	   4583	   4864	   5145	   5427	   5710	   6030	   6352	   6635	   6919	   7201	   7480	   7762	   8046	   8326	   8606	   8884	   9160	   9431	   9693	      0	      0	      0	      0	      0	      0	      0	
   80	      0	   1282	   1548	   1819	   2095	   2373	   2644	   2917	   3193	   3471	   3748	   4026	   4303	   4583	   4864	   5145	   5427	   5710	   6030	   6353	   6635	   6919	   7201	   7480	   7762	   8046	   8326	   8606	   8884	   9161	   9432	   9693	      0	      0	      0	      0	      0	      0	      0	
   81	      0	   1282	   1548	   1819	   2095	   2373	   2644	   2917	   3193	   3471	   3749	   4027	   4303	   4583	   4865	   5145	   5427	   5710	   6030	   6353	   6635	   6919	   7201	   7480	   7763	   8047	   8327	   8607	   8885	   9162	   9432	   9694	      0	      0	      0	      0	      0	      0	      0	
   82	      0	   1282	   1548	   1819	   2095	   2373	   2644	   2917	   3193	   3471	   3749	   4027	   4304	   4583	   4865	   5146	   5427	   5710	   6030	   6353	   6636	   6919	   7201	   7481	   7763	   8047	   8328	   8607	   8885	   9162	   9432	   9694	      0	      0	      0	      0	      0	      0	      0	
   83	      0	   1282	   1548	   1818	   2095	   2373	   2644	   2917	   3193	   3471	   3749	   4027	   4303	   4583	   4865	   5145	   5427	   5710	   6031	   6354	   6636	   6919	   7202	   7481	   7763	   8048	   8328	   8608	   8885	   9162	   9433	   9694	      0	      0	      0	      0	      0	      0	      0	
   84	      0	   1282	   1548	   1818	   2095	   2373	   2644	   2917	   3194	   3471	   3749	   4027	   4304	   4583	   4865	   5145	   5427	   5710	   6031	   6354	   6636	   6919	   7202	   7482	   7764	   8048	   8329	   8608	   8886	   9162	   9433	   9695	      0	      0	      0	      0	      0	      0	      0	
   85	      0	   1282	   1548	   1817	   2095	   2373	   2644	   2917	   3194	   3471	   3749	   4027	   4304	   4583	   4865	   5145	   5427	   5711	   6031	   6354	   6636	   6919	   7202	   7482	   7764	   8049	   8329	   8609	   8886	   9163	   9433	   9695	      0	      0	      0	      0	      0	      0	      0	
   86	      0	   1282	   1548	   1817	   2094	   2374	   2645	   2917	   3194	   3471	   3749	   4027	   4304	   4584	   4865	   5146	   5427	   5711	   6031	   6354	   6636	   6919	   7202	   7482	   7764	   8049	   8330	   8610	   8887	   9163	   9434	   9695	      0	      0	      0	      0	      0	      0	      0	
   87	      0	   1282	   1548	   1817	   2094	   2374	   2645	   2917	   3194	   3471	   3749	   4027	   4304	   4584	   4866	   5146	   5427	   5711	   6031	   6354	   6637	   6920	   7202	   7482	   7764	   8050	   8330	   8610	   8887	   9163	   9434	   9695	      0	      0	      0	      0	      0	      0	      0	
   88	      0	   1282	   1548	   1817	   2094	   2374	   2645	   2917	   3194	   3472	   3749	   4027	   4304	   4584	   4866	   5146	   5427	   5711	   6031	   6354	   6637	   6920	   7203	   7482	   7765	   8050	   8331	   8611	   8887	   9164	   9434	   9695	      0	      0	      0	      0	      0	      0	      0	
   89	      0	   1282	   1547	   1817	   2094	   2374	   2645	   2917	   3193	   3472	   3749	   4027	   4304	   4584	   4866	   5146	   5427	   5711	   6031	   6354	   6637	   6920	   7203	   7482	   7765	   8050	   8331	   8611	   8887	   9164	   9435	   9696	      0	      0	      0	      0	      0	      0	      0	
   90	      0	   1281	   1547	   1816	   2094	   2374	   2645	   2917	   3193	   3472	   3749	   4026	   4303	   4584	   4866	   5146	   5427	   5711	   6031	   6354	   6637	   6920	   7203	   7482	   7765	   8051	   8332	   8611	   8888	   9164	   9435	   9696	      0	      0	      0	      0	      0	      0	      0	
   91	      0	   1281	   1547	   1816	   2094	   2374	   2645	   2917	   3193	   3472	   3749	   4026	   4303	   4584	   4867	   5146	   5428	   5712	   6031	   6354	   6637	   6921	   7203	   7482	   7765	   8051	   8332	   8612	   8888	   9164	   9435	   9696	      0	      0	      0	      0	      0	      0	      0	
   92	      0	   1281	   1547	   1816	   2094	   2374	   2645	   2917	   3193	   3472	   3749	   4026	   4303	   4584	   4867	   5147	   5428	   5712	   6031	   6354	   6638	   6921	   7203	   7482	   7765	   8051	   8332	   8612	   8889	   9165	   9435	   9696	      0	      0	      0	      0	      0	      0	      0	
   93	      0	   1281	   1547	   1816	   2094	   2374	   2645	   2916	   3193	   3472	   3749	   4026	   4303	   4584	   4867	   5147	   5428	   5712	   6032	   6354	   6638	   6921	   7204	   7483	   7765	   8052	   8332	   8613	   8889	   9165	   9435	   9696	      0	      0	      0	      0	      0	      0	      0	
   94	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3472	   3749	   4025	   4303	   4584	   4867	   5147	   5428	   5712	   6032	   6354	   6638	   6922	   7204	   7483	   7766	   8052	   8332	   8613	   8889	   9165	   9436	   9696	      0	      0	      0	      0	      0	      0	      0	
   95	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3472	   3749	   4025	   4303	   4584	   4867	   5147	   5428	   5712	   6032	   6355	   6638	   6922	   7204	   7483	   7766	   8052	   8332	   8613	   8889	   9165	   9436	   9696	      0	      0	      0	      0	      0	      0	      0	
   96	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3473	   3749	   4025	   4303	   4585	   4867	   5147	   5428	   5712	   6032	   6355	   6638	   6922	   7205	   7483	   7766	   8052	   8333	   8613	   8890	   9166	   9437	   9696	      0	      0	      0	      0	      0	      0	      0	
   97	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3473	   3749	   4024	   4303	   4585	   4868	   5148	   5428	   5712	   6032	   6355	   6639	   6923	   7205	   7483	   7767	   8053	   8333	   8614	   8890	   9166	   9437	   9697	      0	      0	      0	      0	      0	      0	      0	
   98	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3473	   3749	   4024	   4303	   4585	   4867	   5148	   5428	   5712	   6032	   6355	   6639	   6923	   7205	   7483	   7767	   8053	   8333	   8614	   8891	   9166	   9437	   9697	      0	      0	      0	      0	      0	      0	      0	
   99	      0	   1281	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3473	   3749	   4024	   4303	   4585	   4867	   5148	   5428	   5712	   6033	   6355	   6639	   6923	   7205	   7483	   7767	   8053	   8333	   8615	   8891	   9166	   9437	   9697	      0	      0	      0	      0	      0	      0	      0	
  100	      0	   1280	   1547	   1816	   2094	   2374	   2644	   2916	   3193	   3473	   3749	   4024	   4303	   4585	   4867	   5148	   5429	   5713	   6033	   6356	   6639	   6923	   7205	   7483	   7767	   8053	   8333	   8615	   8892	   9166	   9437	   9697	      0	      0	      0	      0	      0	      0	      0	
  101	      0	   1280	   1547	   1816	   2094	   2374	   2644	   2916	   3194	   3473	   3749	   4023	   4303	   4585	   4867	   5148	   5429	   5713	   6033	   6356	   6639	   6923	   7205	   7483	   7768	   8054	   8333	   8615	   8892	   9166	   9437	   9697	      0	      0	      0	      0	      0	      0	      0	
  102	      0	   1280	   1547	   1816	   2094	   2374	   2644	   2917	   3194	   3473	   3749	   4023	   4303	   4585	   4867	   5148	   5429	   5713	   6033	   6356	   6639	   6924	   7205	   7483	   7768	   8054	   8333	   8615	   8892	   9167	   9438	   9697	      0	      0	      0	      0	      0	      0	      0	
  103	      0	   1280	   1547	   1815	   2094	   2374	   2644	   2917	   3194	   3473	   3749	   4023	   4303	   4586	   4868	   5148	   5429	   5713	   6034	   6356	   6640	   6924	   7206	   7484	   7768	   8054	   8333	   8616	   8892	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  104	      0	   1280	   1547	   1815	   2094	   2374	   2644	   2917	   3194	   3473	   3749	   4023	   4303	   4586	   4868	   5148	   5429	   5714	   6034	   6357	   6640	   6924	   7206	   7484	   7769	   8055	   8334	   8616	   8893	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  105	      0	   1280	   1547	   1815	   2094	   2374	   2644	   2917	   3194	   3474	   3750	   4023	   4303	   4586	   4868	   5148	   5430	   5714	   6034	   6357	   6640	   6925	   7206	   7484	   7769	   8055	   8334	   8616	   8893	   9168	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  106	      0	   1280	   1546	   1815	   2094	   2374	   2644	   2917	   3195	   3474	   3750	   4023	   4302	   4586	   4868	   5149	   5430	   5714	   6034	   6357	   6640	   6925	   7207	   7484	   7769	   8055	   8334	   8616	   8893	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  107	      0	   1280	   1546	   1815	   2094	   2373	   2644	   2917	   3195	   3474	   3750	   4023	   4303	   4586	   4868	   5149	   5430	   5714	   6034	   6357	   6640	   6925	   7207	   7484	   7769	   8056	   8334	   8617	   8893	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  108	      0	   1280	   1546	   1815	   2094	   2373	   2644	   2918	   3195	   3474	   3750	   4023	   4303	   4585	   4868	   5149	   5430	   5714	   6034	   6358	   6640	   6925	   7207	   7484	   7769	   8056	   8334	   8617	   8893	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  109	      0	   1280	   1546	   1815	   2094	   2373	   2644	   2918	   3195	   3474	   3750	   4023	   4303	   4586	   4868	   5149	   5430	   5714	   6034	   6358	   6641	   6925	   7207	   7484	   7770	   8056	   8335	   8618	   8893	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  110	      0	   1280	   1546	   1815	   2094	   2373	   2644	   2918	   3195	   3474	   3750	   4024	   4303	   4585	   4868	   5149	   5431	   5715	   6035	   6358	   6641	   6925	   7207	   7484	   7770	   8056	   8335	   8618	   8894	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  111	      0	   1280	   1546	   1815	   2094	   2373	   2644	   2919	   3196	   3474	   3750	   4024	   4303	   4585	   4868	   5149	   5431	   5715	   6034	   6358	   6641	   6925	   7207	   7484	   7770	   8056	   8335	   8618	   8894	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  112	      0	   1280	   1546	   1815	   2094	   2373	   2645	   2919	   3196	   3475	   3750	   4024	   4303	   4585	   4868	   5149	   5431	   5715	   6035	   6358	   6641	   6925	   7207	   7484	   7770	   8056	   8335	   8618	   8894	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  113	      0	   1280	   1546	   1815	   2094	   2373	   2645	   2919	   3196	   3475	   3750	   4024	   4303	   4586	   4869	   5149	   5432	   5715	   6035	   6358	   6641	   6925	   7207	   7485	   7770	   8056	   8335	   8619	   8894	   9167	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  114	      0	   1280	   1546	   1815	   2094	   2373	   2645	   2920	   3196	   3475	   3750	   4024	   4303	   4586	   4869	   5150	   5432	   5716	   6035	   6358	   6641	   6926	   7208	   7485	   7770	   8056	   8335	   8619	   8895	   9168	   9438	   9698	      0	      0	      0	      0	      0	      0	      0	
  115	      0	   1280	   1546	   1815	   2094	   2373	   2645	   2920	   3197	   3475	   3750	   4024	   4303	   4586	   4869	   5150	   5432	   5716	   6035	   6358	   6641	   6925	   7208	   7485	   7770	   8056	   8335	   8619	   8895	   9168	   9438	   9699	      0	      0	      0	      0	      0	      0	      0	
  116	      0	   1280	   1546	   1816	   2094	   2372	   2645	   2920	   3197	   3475	   3750	   4024	   4303	   4586	   4869	   5150	   5432	   5716	   6035	   6358	   6641	   6925	   7208	   7485	   7770	   8056	   8335	   8618	   8895	   9168	   9438	   9699	      0	      0	      0	      0	      0	      0	      0	
  117	      0	   1280	   1546	   1816	   2094	   2372	   2645	   2920	   3197	   3475	   3750	   4024	   4303	   4586	   4870	   5150	   5432	   5716	   6035	   6358	   6641	   6926	   7208	   7485	   7770	   8056	   8335	   8618	   8894	   9168	   9438	   9699	      0	      0	      0	      0	      0	      0	      0	
  118	      0	   1280	   1546	   1816	   2094	   2372	   2646	   2920	   3197	   3475	   3750	   4024	   4303	   4586	   4870	   5150	   5432	   5716	   6035	   6358	   6641	   6926	   7208	   7485	   7770	   8056	   8335	   8618	   8895	   9168	   9438	   9699	      0	      0	      0	      0	      0	      0	      0	
  119	      0	   1280	   1546	   1816	   2094	   2372	   2646	   2921	   3197	   3475	   3750	   4024	   4303	   4586	   4870	   5150	   5432	   5716	   6035	   6358	   6641	   6926	   7208	   7486	   7771	   8056	   8335	   8618	   8895	   9169	   9439	   9699	      0	      0	      0	      0	      0	      0	      0	
  120	      0	   1280	   1546	   1816	   2094	   2372	   2646	   2921	   3197	   3475	   3749	   4024	   4303	   4586	   4870	   5150	   5432	   5716	   6034	   6358	   6641	   6926	   7208	   7486	   7771	   8056	   8335	   8618	   8895	   9169	   9439	   9699	      0	      0	      0	      0	      0	      0	      0	
  121	      0	   1279	   1546	   1816	   2094	   2372	   2646	   2921	   3198	   3475	   3749	   4024	   4303	   4587	   4870	   5150	   5432	   5716	   6034	   6358	   6641	   6926	   7208	   7486	   7771	   8056	   8335	   8618	   8896	   9169	   9439	   9699	      0	      0	      0	      0	      0	      0	      0	
  122	      0	   1279	   1546	   1816	   2094	   2372	   2646	   2921	   3198	   3475	   3749	   4024	   4303	   4587	   4871	   5150	   5432	   5716	   6035	   6358	   6641	   6926	   7208	   7486	   7771	   8056	   8335	   8618	   8896	   9170	   9439	   9699	      0	      0	      0	      0	      0	      0	      0	
  123	      0	   1279	   1546	   1816	   2094	   2372	   2646	   2921	   3198	   3475	   3749	   4024	   4303	   4587	   4871	   5150	   5433	   5716	   6035	   6358	   6641	   6926	   7208	   7487	   7771	   8056	   8335	   8618	   8896	   9170	   9439	   9699	      0	      0	      0	      0	      0	      0	      0	
  124	      0	   1279	   1546	   1816	   2094	   2371	   2646	   2921	   3198	   3476	   3749	   4024	   4303	   4587	   4871	   5151	   5433	   5716	   6035	   6359	   6641	   6926	   7208	   7487	   7772	   8056	   8335	   8618	   8896	   9170	   9439	   9700	      0	      0	      0	      0	      0	      0	      0	
  125	      0	   1279	   1547	   1817	   2093	   2371	   2647	   2922	   3198	   3476	   3749	   4024	   4303	   4587	   4871	   5151	   5432	   5716	   6036	   6359	   6641	   6926	   7208	   7487	   7772	   8057	   8336	   8618	   8897	   9170	   9439	   9700	      0	      0	      0	      0	      0	      0	      0	
  126	      0	   1279	   1547	   1817	   2093	   2371	   2647	   2922	   3198	   3476	   3750	   4025	   4303	   4587	   4871	   5151	   5432	   5716	   6036	   6359	   6642	   6926	   7208	   7487	   7772	   8057	   8336	   8618	   8897	   9171	   9440	   9700	      0	      0	      0	      0	      0	      0	      0	
  127	      0	   1279	   1547	   1817	   2093	   2371	   2647	   2922	   3198	   3476	   3750	   4025	   4303	   4587	   4871	   5151	   5432	   5715	   6036	   6359	   6642	   6927	   7208	   7488	   7772	   8057	   8336	   8618	   8897	   9171	   9440	   9700	      0	      0	      0	      0	      0	      0	      0	
  128	      0	   1279	   1547	   1817	   2093	   2371	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4588	   4872	   5151	   5432	   5715	   6036	   6359	   6642	   6927	   7208	   7488	   7773	   8057	   8337	   8618	   8897	   9171	   9440	   9701	      0	      0	      0	      0	      0	      0	      0	
  129	      0	   1279	   1547	   1817	   2093	   2371	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4588	   4872	   5151	   5432	   5715	   6036	   6359	   6642	   6927	   7208	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9440	   9701	      0	      0	      0	      0	      0	      0	      0	
  130	      0	   1279	   1547	   1817	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4588	   4872	   5151	   5432	   5715	   6036	   6359	   6642	   6927	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9440	   9702	      0	      0	      0	      0	      0	      0	      0	
  131	      0	   1279	   1547	   1817	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4587	   4872	   5151	   5432	   5715	   6036	   6360	   6642	   6928	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9441	   9702	      0	      0	      0	      0	      0	      0	      0	
  132	      0	   1279	   1547	   1818	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4587	   4872	   5151	   5432	   5715	   6036	   6360	   6643	   6928	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9441	   9702	      0	      0	      0	      0	      0	      0	      0	
  133	      0	   1279	   1547	   1818	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4587	   4871	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9441	   9702	      0	      0	      0	      0	      0	      0	      0	
  134	      0	   1279	   1547	   1817	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4303	   4587	   4871	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9440	   9703	   9963	  10222	      0	      0	      0	      0	      0	
  135	      0	   1279	   1547	   1817	   2093	   2372	   2647	   2922	   3198	   3475	   3750	   4025	   4302	   4587	   4871	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7488	   7773	   8058	   8337	   8618	   8897	   9171	   9440	   9703	   9964	  10224	      0	      0	      0	      0	      0	
  136	      0	   1279	   1546	   1817	   2094	   2372	   2647	   2921	   3197	   3475	   3750	   4024	   4302	   4587	   4871	   5150	   5431	   5714	   6036	   6360	   6643	   6929	   7209	   7487	   7773	   8058	   8337	   8618	   8897	   9170	   9440	   9703	   9964	  10224	      0	      0	      0	      0	      0	
  137	      0	   1278	   1546	   1817	   2094	   2372	   2647	   2921	   3197	   3475	   3750	   4024	   4302	   4587	   4871	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7487	   7773	   8058	   8337	   8618	   8896	   9170	   9440	   9703	   9964	  10224	      0	      0	      0	      0	      0	
  138	      0	   1278	   1546	   1817	   2094	   2373	   2647	   2921	   3197	   3475	   3750	   4024	   4302	   4586	   4870	   5150	   5431	   5714	   6036	   6360	   6643	   6929	   7209	   7487	   7773	   8058	   8337	   8617	   8896	   9170	   9440	   9704	   9964	  10225	      0	      0	      0	      0	      0	
  139	      0	   1278	   1546	   1817	   2094	   2373	   2647	   2920	   3197	   3475	   3750	   4024	   4302	   4586	   4870	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7487	   7772	   8058	   8336	   8617	   8896	   9170	   9440	   9704	   9965	  10225	  10461	      0	      0	      0	      0	
  140	      0	   1278	   1546	   1817	   2094	   2373	   2647	   2920	   3196	   3475	   3750	   4024	   4302	   4586	   4870	   5150	   5431	   5714	   6036	   6360	   6643	   6928	   7209	   7487	   7772	   8058	   8336	   8617	   8896	   9170	   9440	   9704	   9965	  10226	  10466	  10699	      0	      0	      0	
