 =============== Calibration Condition Section =============== 
RefNum = 1
Radius1 = 00800
Radius2 = 00000

 ================= Calibration Data Section ================== 
WORKINGDISTANCE	=	30000

------------- Distance from center of Placido --------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
  342	      0	   1286	   1554	   1826	   2101	   2377	   2649	   2921	   3197	   3474	   3746	   4021	   4296	   4577	   4859	   5137	   5416	   5696	   6015	   6338	   6617	   6899	   7179	   7453	   7734	   8016	   8293	   8572	   8846	   9116	   9386	   9652	   9912	  10171	  10416	  10653	  10880	  11095	      0	
  343	      0	   1286	   1554	   1826	   2101	   2377	   2649	   2921	   3197	   3474	   3747	   4021	   4297	   4578	   4859	   5137	   5417	   5696	   6015	   6338	   6618	   6900	   7179	   7453	   7734	   8017	   8294	   8572	   8846	   9117	   9386	   9652	   9912	  10171	  10416	  10653	  10880	  11095	      0	
  344	      0	   1286	   1555	   1826	   2102	   2378	   2650	   2922	   3197	   3474	   3747	   4022	   4297	   4578	   4859	   5137	   5417	   5696	   6016	   6338	   6618	   6900	   7179	   7453	   7734	   8017	   8294	   8572	   8846	   9117	   9386	   9652	   9912	  10171	  10417	  10653	  10880	  11096	      0	
  345	      0	   1286	   1555	   1827	   2102	   2378	   2650	   2922	   3197	   3474	   3748	   4022	   4297	   4578	   4859	   5138	   5417	   5697	   6016	   6339	   6618	   6900	   7179	   7453	   7734	   8017	   8294	   8572	   8846	   9117	   9386	   9653	   9913	  10172	  10417	  10653	  10880	  11096	      0	
  346	      0	   1286	   1555	   1827	   2102	   2378	   2650	   2922	   3197	   3474	   3748	   4022	   4298	   4579	   4860	   5138	   5417	   5697	   6016	   6338	   6618	   6900	   7179	   7453	   7734	   8017	   8294	   8573	   8846	   9118	   9387	   9653	   9913	  10172	  10417	  10653	  10880	  11096	      0	
  347	      0	   1286	   1555	   1827	   2102	   2378	   2650	   2922	   3197	   3474	   3749	   4023	   4298	   4580	   4860	   5138	   5417	   5697	   6016	   6338	   6618	   6900	   7179	   7454	   7735	   8018	   8294	   8573	   8846	   9118	   9387	   9653	   9914	  10172	  10417	  10653	  10880	  11096	      0	
  348	      0	   1286	   1555	   1827	   2103	   2379	   2650	   2922	   3197	   3474	   3750	   4023	   4299	   4580	   4860	   5138	   5418	   5697	   6016	   6338	   6618	   6900	   7179	   7454	   7735	   8018	   8294	   8573	   8846	   9118	   9387	   9654	   9914	  10172	  10417	  10653	  10880	  11096	      0	
  349	      0	   1286	   1555	   1827	   2103	   2379	   2650	   2922	   3197	   3475	   3751	   4024	   4299	   4581	   4860	   5138	   5418	   5697	   6016	   6338	   6618	   6900	   7179	   7454	   7735	   8018	   8295	   8573	   8847	   9118	   9388	   9654	   9914	  10172	  10417	  10653	  10880	  11096	      0	
  350	      0	   1286	   1554	   1827	   2103	   2379	   2650	   2922	   3197	   3476	   3752	   4024	   4300	   4581	   4860	   5138	   5418	   5698	   6016	   6338	   6619	   6900	   7179	   7454	   7735	   8019	   8295	   8573	   8847	   9119	   9388	   9654	   9915	  10172	  10417	  10654	  10880	  11096	      0	
  351	      0	   1286	   1554	   1827	   2103	   2379	   2650	   2922	   3197	   3477	   3753	   4025	   4300	   4582	   4860	   5138	   5418	   5698	   6016	   6338	   6619	   6900	   7179	   7454	   7736	   8019	   8296	   8573	   8847	   9119	   9388	   9654	   9915	  10172	  10417	  10654	  10880	  11096	      0	
  352	      0	   1286	   1554	   1827	   2103	   2379	   2650	   2922	   3197	   3477	   3755	   4025	   4301	   4582	   4860	   5138	   5418	   5698	   6016	   6338	   6619	   6900	   7179	   7455	   7736	   8020	   8296	   8573	   8847	   9119	   9388	   9655	   9916	  10172	  10417	  10654	  10880	  11096	      0	
  353	      0	   1286	   1554	   1827	   2103	   2379	   2650	   2922	   3197	   3478	   3756	   4026	   4301	   4583	   4861	   5138	   5418	   5698	   6016	   6338	   6619	   6900	   7179	   7455	   7736	   8020	   8296	   8574	   8847	   9120	   9388	   9655	   9916	  10172	  10417	  10654	  10880	  11096	      0	
  354	      0	   1286	   1554	   1828	   2103	   2379	   2650	   2922	   3197	   3478	   3757	   4027	   4301	   4583	   4861	   5138	   5418	   5699	   6016	   6338	   6619	   6900	   7180	   7455	   7736	   8021	   8297	   8574	   8847	   9120	   9388	   9655	   9916	  10172	  10417	  10654	  10880	  11096	      0	
  355	      0	   1286	   1554	   1827	   2103	   2379	   2650	   2921	   3197	   3478	   3758	   4027	   4301	   4584	   4861	   5138	   5418	   5699	   6016	   6338	   6619	   6900	   7180	   7455	   7737	   8021	   8297	   8574	   8848	   9120	   9388	   9655	   9917	  10173	  10417	  10654	  10880	  11096	      0	
  356	      0	   1286	   1554	   1828	   2103	   2379	   2650	   2921	   3197	   3479	   3759	   4028	   4302	   4584	   4861	   5138	   5418	   5699	   6017	   6338	   6619	   6900	   7180	   7455	   7737	   8021	   8297	   8574	   8848	   9120	   9388	   9656	   9917	  10173	  10418	  10655	  10880	  11096	      0	
  357	      0	   1286	   1554	   1828	   2103	   2379	   2650	   2921	   3197	   3479	   3759	   4028	   4302	   4584	   4861	   5138	   5419	   5700	   6017	   6338	   6619	   6900	   7180	   7455	   7737	   8022	   8298	   8574	   8848	   9120	   9389	   9656	   9917	  10173	  10418	  10655	  10880	  11097	      0	
  358	      0	   1286	   1554	   1828	   2103	   2379	   2650	   2921	   3197	   3479	   3760	   4029	   4302	   4584	   4861	   5138	   5419	   5700	   6017	   6338	   6619	   6900	   7180	   7455	   7737	   8022	   8298	   8575	   8848	   9120	   9389	   9656	   9917	  10174	  10418	  10655	  10880	  11097	      0	
  359	      0	   1286	   1554	   1828	   2103	   2379	   2650	   2921	   3197	   3479	   3760	   4029	   4302	   4584	   4861	   5138	   5419	   5700	   6017	   6338	   6619	   6900	   7180	   7455	   7738	   8022	   8298	   8575	   8849	   9120	   9389	   9657	   9918	  10174	  10419	  10655	  10880	  11097	      0	

--------------- Distance from top of Cornea ----------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
    0	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7085	   6996	   6903	   6802	   6690	   6571	   6444	   6307	   6159	   5982	   5789	   5609	   5417	   5215	   5003	   4772	   4524	   4268	   3994	   3705	   3398	   3072	   2724	   2355	   1963	   1553	   1118	    661	    167	      0	
    1	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7084	   6996	   6903	   6802	   6690	   6571	   6444	   6307	   6159	   5982	   5789	   5609	   5417	   5215	   5003	   4772	   4524	   4268	   3994	   3705	   3398	   3072	   2723	   2355	   1962	   1552	   1118	    660	    167	      0	
    2	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7084	   6996	   6903	   6802	   6690	   6571	   6444	   6307	   6159	   5982	   5789	   5609	   5417	   5214	   5003	   4772	   4524	   4268	   3994	   3705	   3398	   3072	   2723	   2354	   1962	   1552	   1117	    660	    166	      0	
    3	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7084	   6996	   6903	   6802	   6690	   6571	   6444	   6307	   6159	   5982	   5789	   5609	   5417	   5214	   5002	   4772	   4524	   4267	   3994	   3705	   3398	   3072	   2723	   2354	   1962	   1551	   1116	    660	    166	      0	
    4	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7084	   6996	   6904	   6802	   6690	   6571	   6444	   6307	   6160	   5982	   5789	   5609	   5417	   5214	   5002	   4772	   4524	   4267	   3993	   3704	   3397	   3072	   2722	   2354	   1961	   1550	   1115	    659	    164	      0	
    5	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7085	   6996	   6904	   6802	   6690	   6571	   6444	   6307	   6159	   5982	   5789	   5609	   5417	   5214	   5002	   4771	   4524	   4267	   3993	   3704	   3397	   3071	   2722	   2354	   1961	   1549	   1115	    657	    163	      0	
    6	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7085	   6996	   6904	   6802	   6690	   6571	   6444	   6306	   6159	   5982	   5789	   5609	   5417	   5214	   5001	   4771	   4523	   4267	   3993	   3704	   3397	   3071	   2722	   2353	   1960	   1548	   1114	    656	    161	      0	
    7	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7085	   6997	   6904	   6803	   6691	   6572	   6444	   6306	   6159	   5982	   5789	   5609	   5417	   5213	   5001	   4771	   4523	   4267	   3992	   3703	   3397	   3070	   2722	   2353	   1959	   1548	   1113	    655	    160	      0	
    8	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7085	   6997	   6904	   6803	   6691	   6572	   6444	   6306	   6159	   5982	   5788	   5609	   5417	   5213	   5001	   4771	   4523	   4266	   3992	   3704	   3396	   3070	   2721	   2352	   1958	   1547	   1112	    654	    159	      0	
    9	      0	   7531	   7499	   7460	   7414	   7362	   7304	   7239	   7166	   7085	   6998	   6904	   6803	   6691	   6572	   6444	   6306	   6159	   5981	   5788	   5609	   5417	   5213	   5001	   4770	   4523	   4266	   3993	   3704	   3396	   3069	   2721	   2352	   1958	   1546	   1111	    653	    158	      0	
   10	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6998	   6904	   6803	   6691	   6572	   6444	   6306	   6159	   5981	   5788	   5609	   5417	   5213	   5001	   4770	   4523	   4266	   3993	   3703	   3396	   3069	   2721	   2352	   1957	   1546	   1110	    652	    156	      0	
   11	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6998	   6904	   6803	   6691	   6572	   6444	   6306	   6159	   5981	   5788	   5609	   5417	   5213	   5000	   4770	   4523	   4266	   3993	   3703	   3396	   3069	   2720	   2351	   1956	   1546	   1110	    650	    155	      0	
   12	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6998	   6904	   6803	   6692	   6572	   6444	   6306	   6159	   5981	   5788	   5608	   5416	   5213	   5000	   4770	   4523	   4266	   3992	   3703	   3396	   3068	   2720	   2351	   1955	   1545	   1109	    649	    153	      0	
   13	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6159	   5981	   5788	   5608	   5416	   5213	   5000	   4769	   4522	   4266	   3992	   3702	   3395	   3068	   2720	   2350	   1955	   1545	   1108	    648	    152	      0	
   14	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6159	   5981	   5788	   5608	   5416	   5213	   5000	   4769	   4522	   4266	   3992	   3702	   3395	   3068	   2720	   2350	   1954	   1544	   1107	    647	    151	      0	
   15	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6159	   5981	   5788	   5608	   5416	   5212	   4999	   4769	   4522	   4266	   3992	   3702	   3394	   3067	   2720	   2350	   1954	   1543	   1106	    645	    151	      0	
   16	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5981	   5787	   5608	   5416	   5212	   4999	   4769	   4522	   4266	   3992	   3701	   3394	   3067	   2719	   2350	   1954	   1543	   1105	    644	    150	      0	
   17	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6159	   5980	   5787	   5608	   5416	   5212	   4999	   4768	   4522	   4266	   3991	   3701	   3394	   3066	   2719	   2349	   1953	   1543	   1104	    643	    149	      0	
   18	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5980	   5787	   5608	   5416	   5212	   4999	   4768	   4522	   4266	   3991	   3701	   3393	   3066	   2719	   2349	   1952	   1543	   1104	    642	    148	      0	
   19	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5980	   5787	   5608	   5416	   5212	   4999	   4768	   4522	   4266	   3991	   3700	   3393	   3065	   2719	   2348	   1952	   1543	   1102	    640	    148	      0	
   20	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5980	   5787	   5608	   5416	   5212	   4999	   4768	   4522	   4266	   3990	   3700	   3393	   3065	   2718	   2348	   1951	   1543	   1102	    639	    148	      0	
   21	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5980	   5787	   5607	   5415	   5212	   4999	   4768	   4521	   4266	   3990	   3700	   3392	   3065	   2718	   2347	   1950	   1543	   1102	    638	    148	      0	
   22	      0	   7531	   7499	   7460	   7415	   7362	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6444	   6306	   6158	   5980	   5787	   5607	   5415	   5212	   4999	   4768	   4521	   4265	   3990	   3699	   3392	   3064	   2717	   2347	   1949	   1543	   1101	    637	    149	      0	
   23	      0	   7531	   7499	   7460	   7415	   7363	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6445	   6306	   6158	   5980	   5787	   5607	   5415	   5212	   4999	   4768	   4521	   4265	   3989	   3699	   3391	   3063	   2717	   2347	   1949	   1543	   1100	    636	    150	      0	
   24	      0	   7531	   7499	   7460	   7415	   7363	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6445	   6307	   6158	   5980	   5787	   5607	   5415	   5212	   4999	   4768	   4521	   4265	   3989	   3698	   3391	   3063	   2716	   2346	   1948	   1542	   1100	    635	    150	      0	
   25	      0	   7531	   7499	   7460	   7415	   7363	   7304	   7239	   7166	   7086	   6999	   6905	   6803	   6692	   6572	   6445	   6307	   6158	   5980	   5786	   5607	   5415	   5212	   4999	   4767	   4521	   4265	   3988	   3698	   3390	   3062	   2716	   2346	   1947	   1542	   1100	    635	    152	      0	
   26	      0	   7531	   7499	   7460	   7415	   7363	   7304	   7239	   7166	   7086	   6999	   6906	   6803	   6692	   6572	   6445	   6307	   6158	   5980	   5786	   5607	   5415	   5211	   4999	   4768	   4520	   4264	   3988	   3697	   3390	   3062	   2715	   2345	   1946	   1542	   1099	    635	    153	      0	
   27	      0	   7531	   7499	   7461	   7415	   7363	   7304	   7239	   7167	   7086	   7000	   6906	   6803	   6692	   6572	   6445	   6307	   6158	   5980	   5786	   5607	   5415	   5212	   4999	   4768	   4520	   4264	   3987	   3697	   3390	   3061	   2715	   2345	   1945	   1541	   1100	    636	    154	      0	
   28	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7239	   7167	   7086	   7000	   6906	   6804	   6692	   6572	   6445	   6307	   6158	   5980	   5786	   5606	   5415	   5212	   4999	   4768	   4520	   4264	   3987	   3696	   3389	   3061	   2715	   2344	   1945	   1541	   1100	    636	    156	      0	
   29	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6906	   6804	   6691	   6572	   6445	   6307	   6158	   5980	   5786	   5606	   5415	   5212	   4999	   4768	   4520	   4263	   3986	   3695	   3388	   3060	   2715	   2344	   1943	   1540	   1100	    637	    157	      0	
   30	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6906	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4520	   4263	   3986	   3695	   3388	   3059	   2714	   2344	   1943	   1539	   1100	    638	    159	      0	
   31	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6906	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4519	   4263	   3985	   3695	   3387	   3058	   2714	   2343	   1942	   1539	   1100	    640	    160	      0	
   32	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6906	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4519	   4262	   3985	   3694	   3386	   3058	   2713	   2343	   1942	   1539	   1101	    631	    148	      0	
   33	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6906	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4519	   4262	   3985	   3694	   3386	   3057	   2712	   2343	   1941	   1539	   1101	      0	      0	      0	
   34	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7086	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4518	   4262	   3985	   3694	   3386	   3057	   2712	   2342	   1940	   1538	   1102	      0	      0	      0	
   35	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7167	   7087	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4518	   4261	   3985	   3694	   3385	   3057	   2711	   2342	   1940	   1538	   1103	      0	      0	      0	
   36	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4767	   4518	   4261	   3985	   3693	   3385	   3056	   2711	   2341	   1939	   1538	   1104	      0	      0	      0	
   37	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4766	   4518	   4261	   3984	   3693	   3384	   3056	   2710	   2341	   1939	   1539	   1104	      0	      0	      0	
   38	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6159	   5981	   5786	   5606	   5414	   5211	   4999	   4766	   4517	   4261	   3984	   3692	   3384	   3055	   2709	   2340	   1938	   1534	   1108	      0	      0	      0	
   39	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6804	   6691	   6572	   6445	   6307	   6160	   5981	   5786	   5606	   5414	   5211	   4999	   4766	   4517	   4261	   3984	   3692	   3383	   3054	   2708	   2340	   1938	      0	      0	      0	      0	      0	
   40	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6804	   6692	   6572	   6445	   6307	   6160	   5981	   5786	   5606	   5414	   5211	   4998	   4766	   4517	   4260	   3984	   3692	   3383	   3053	   2708	   2339	   1938	      0	      0	      0	      0	      0	
   41	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5981	   5785	   5606	   5414	   5211	   4998	   4765	   4516	   4260	   3984	   3692	   3382	   3053	   2707	   2339	   1937	      0	      0	      0	      0	      0	
   42	      0	   7531	   7499	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5981	   5785	   5606	   5414	   5210	   4998	   4765	   4516	   4260	   3983	   3691	   3382	   3053	   2707	   2339	   1937	      0	      0	      0	      0	      0	
   43	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5981	   5785	   5606	   5414	   5210	   4997	   4765	   4516	   4259	   3983	   3691	   3381	   3052	   2706	   2338	   1937	      0	      0	      0	      0	      0	
   44	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5981	   5785	   5606	   5414	   5210	   4997	   4765	   4516	   4259	   3983	   3691	   3381	   3051	   2705	   2339	   1937	      0	      0	      0	      0	      0	
   45	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5981	   5785	   5605	   5414	   5210	   4997	   4764	   4516	   4259	   3982	   3690	   3380	   3050	   2705	   2333	   1930	      0	      0	      0	      0	      0	
   46	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6160	   5980	   5785	   5605	   5413	   5209	   4996	   4764	   4515	   4258	   3982	   3690	   3379	   3049	   2704	      0	      0	      0	      0	      0	      0	      0	
   47	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6805	   6692	   6572	   6445	   6307	   6159	   5980	   5785	   5605	   5413	   5209	   4996	   4763	   4515	   4258	   3981	   3690	   3379	   3048	   2704	      0	      0	      0	      0	      0	      0	      0	
   48	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6804	   6692	   6572	   6445	   6307	   6159	   5980	   5785	   5605	   5413	   5209	   4995	   4763	   4515	   4257	   3981	   3689	   3378	   3047	   2703	      0	      0	      0	      0	      0	      0	      0	
   49	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6907	   6804	   6692	   6572	   6445	   6307	   6159	   5980	   5785	   5605	   5413	   5208	   4995	   4762	   4514	   4257	   3980	   3689	   3377	   3047	   2702	      0	      0	      0	      0	      0	      0	      0	
   50	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6906	   6804	   6692	   6572	   6445	   6307	   6159	   5980	   5784	   5604	   5412	   5208	   4994	   4762	   4514	   4256	   3980	   3688	   3377	   3046	   2702	      0	      0	      0	      0	      0	      0	      0	
   51	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6307	   6159	   5980	   5784	   5604	   5412	   5208	   4994	   4761	   4513	   4255	   3979	   3688	   3376	   3045	   2701	      0	      0	      0	      0	      0	      0	      0	
   52	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6306	   6159	   5980	   5784	   5604	   5412	   5208	   4993	   4761	   4513	   4255	   3978	   3687	   3375	   3044	   2700	      0	      0	      0	      0	      0	      0	      0	
   53	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6306	   6159	   5980	   5784	   5604	   5411	   5207	   4993	   4760	   4512	   4254	   3976	   3686	   3374	   3043	   2699	      0	      0	      0	      0	      0	      0	      0	
   54	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6306	   6158	   5980	   5784	   5604	   5411	   5207	   4992	   4760	   4512	   4253	   3976	   3685	   3373	   3042	   2699	      0	      0	      0	      0	      0	      0	      0	
   55	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6306	   6158	   5979	   5784	   5603	   5410	   5206	   4992	   4759	   4511	   4253	   3975	   3684	   3372	   3041	   2698	      0	      0	      0	      0	      0	      0	      0	
   56	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6572	   6444	   6305	   6158	   5979	   5784	   5603	   5410	   5206	   4991	   4759	   4510	   4252	   3974	   3684	   3371	   3039	   2697	      0	      0	      0	      0	      0	      0	      0	
   57	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6571	   6443	   6305	   6158	   5979	   5784	   5603	   5409	   5206	   4991	   4758	   4510	   4251	   3973	   3683	   3370	   3038	   2696	      0	      0	      0	      0	      0	      0	      0	
   58	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6571	   6443	   6305	   6157	   5979	   5784	   5602	   5409	   5205	   4991	   4758	   4509	   4250	   3973	   3682	   3370	   3037	   2695	      0	      0	      0	      0	      0	      0	      0	
   59	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6571	   6443	   6305	   6157	   5979	   5784	   5602	   5408	   5205	   4990	   4758	   4509	   4250	   3972	   3682	   3369	   3036	   2694	      0	      0	      0	      0	      0	      0	      0	
   60	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6571	   6442	   6304	   6157	   5978	   5784	   5602	   5408	   5204	   4990	   4757	   4508	   4249	   3971	   3681	   3368	   3035	   2693	      0	      0	      0	      0	      0	      0	      0	
   61	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6692	   6571	   6442	   6304	   6157	   5978	   5784	   5602	   5407	   5204	   4989	   4757	   4508	   4249	   3970	   3680	   3367	   3034	   2692	      0	      0	      0	      0	      0	      0	      0	
   62	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6691	   6571	   6442	   6304	   6157	   5978	   5784	   5601	   5407	   5203	   4989	   4756	   4507	   4248	   3969	   3679	   3367	   3033	   2691	      0	      0	      0	      0	      0	      0	      0	
   63	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6804	   6691	   6570	   6441	   6304	   6156	   5978	   5783	   5601	   5407	   5203	   4989	   4756	   4507	   4248	   3969	   3678	   3366	   3032	   2690	      0	      0	      0	      0	      0	      0	      0	
   64	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6803	   6691	   6570	   6441	   6304	   6156	   5977	   5783	   5601	   5406	   5203	   4989	   4756	   4507	   4247	   3968	   3677	   3365	   3032	   2689	      0	      0	      0	      0	      0	      0	      0	
   65	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6803	   6691	   6570	   6441	   6303	   6156	   5977	   5783	   5601	   5406	   5203	   4988	   4755	   4506	   4247	   3968	   3677	   3364	   3031	   2689	      0	      0	      0	      0	      0	      0	      0	
   66	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7000	   6906	   6803	   6691	   6570	   6441	   6303	   6156	   5977	   5783	   5601	   5406	   5202	   4988	   4755	   4506	   4246	   3967	   3676	   3363	   3030	   2688	      0	      0	      0	      0	      0	      0	      0	
   67	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7000	   6906	   6803	   6691	   6570	   6441	   6303	   6156	   5977	   5783	   5601	   5405	   5202	   4988	   4755	   4506	   4246	   3967	   3675	   3362	   3029	   2687	      0	      0	      0	      0	      0	      0	      0	
